Latitude,Longitude,Height
45.343888815366334,9.011475134216512,9600.87131692285
45.343808668880975,9.01155955784261,9600.87131692285
45.34382646897509,9.011498264691967,9600.87131692285
45.34381449788284,9.01149111263692,9600.87131692285
45.34381287826487,9.01150467220667,9600.87131692285
45.3438075251237,9.011516483560756,9600.87131692285
45.34379762902459,9.011546547207233,9600.87131692285
45.34379578350047,9.011592323428605,9600.87131692285
45.343805899882156,9.011639060821498,9600.87131692285
45.34381132665412,9.011703477770304,9600.87131692285
45.343819244823536,9.011757435820055,9600.87131692285
45.34382702671045,9.011836378423236,9600.87131692285
45.34384357463716,9.011913192898382,9600.87131692285
45.34385999357377,9.011996288242113,9600.87131692285
45.343875973411734,9.012082665887926,9600.87131692285
45.34388968968094,9.012178181822843,9600.87131692285
45.34391316553953,9.012277238023257,9600.87131692285
45.34392883668836,9.012372938095139,9600.87131692285
45.3439485506612,9.012481382286767,9600.87131692285
45.343968562447735,9.012587946636826,9600.87131692285
45.343985115327065,9.012689438047248,9600.87131692285
45.34400251949262,9.012800104440894,9600.87131692285
45.34402088676219,9.012908462212012,9600.87131692285
45.34404018413456,9.013002965173069,9600.87131692285
45.344043863154724,9.013102916419067,9600.87131692285
45.344055897454595,9.01319476724428,9600.87131692285
45.34406477901418,9.013276834031506,9600.87131692285
45.34405661542274,9.013367495235661,9600.87131692285
45.34404976289717,9.013428859860616,9600.87131692285
45.34403654854283,9.013487830712764,9600.87131692285
45.344033714465255,9.013526672454356,9600.87131692285
45.34404010336021,9.013571121108132,9600.87131692285
45.344046240250655,9.01360023163352,9600.87131692285
45.344053608189114,9.013638707535323,9600.87131692285
45.34409435155837,9.01368125779935,9600.87131692285
45.344141803008725,9.013701829721846,9600.87131692285
45.34418001030441,9.013726225073011,9600.87131692285
45.34423266483633,9.013751581778061,9600.87131692285
45.344284524406376,9.013773546181156,9600.87131692285
45.34433195785093,9.01380221601838,9600.87131692285
45.34438053420515,9.013843736967631,9600.87131692285
45.34442484416315,9.013879885117802,9600.87131692285
45.344461005709235,9.013917037491005,9600.87131692285
45.344518371246544,9.013947828702474,9600.87131692285
45.344566080775174,9.0139540456818,9600.87131692285
