E,N,U
0.0,0.0,20.0
368.3676985536128,0.01074731326360219,20.0
368.357322099774,177.83647738018067,20.0
-3.331989186951439e-11,177.82573036987438,20.0
54.86298454793675,33.34255903357129,20.0
274.31105901038075,122.26114406647656,20.0
188.09901195480043,122.25798658716137,20.0
180.2647267658133,11.116680391162086,20.0
