Title,Latitude,Longitude,Height
BS1,45.3435, 9.0102,167.56681554058773
BS2,45.3435, 9.0149,167.56681554058773
BS3,45.3451, 9.0149,167.56681554058773
BS4,45.3451, 9.0102,167.56681554058773
BS5,45.3438, 9.0109,167.56681554058773
BS6,45.3446, 9.0137,167.56681554058773
BS7,45.3446, 9.0126,167.56681554058773
BS8,45.3436, 9.0125,167.56681554058773
