Latitude,Longitude,Height
45.343768241856274,9.01147407652936,148.34298350584493
45.343784544265965,9.011475703125996,148.43691909428273
45.34377290985974,9.011469502524704,141.4147376827515
45.34378553474893,9.011475608773836,145.79319678043282
45.34379166235821,9.011494839785094,145.73504688410628
45.343798981471465,9.011514938548142,151.82885945310645
45.34378367651678,9.01154281105206,143.85401233774203
45.343790299839675,9.011595074873249,151.95837045044763
45.343810271386694,9.011641659502537,147.75349682265906
45.34381298275253,9.011708660456296,152.77499980197382
45.343820268049775,9.011759632963901,148.3665704815868
45.34383046741218,9.01184178217532,153.98788692014924
45.34384913054752,9.011917028256152,152.6562921855756
45.343868814356384,9.012000837254856,153.991398100427
45.34388122387673,9.012088588652858,148.49416247753024
45.343893857417825,9.012183408982647,150.97019327885724
45.34391264218092,9.012284791890124,143.75322604847358
45.3439313485701,9.012377996433186,148.9119569662586
45.34395005913523,9.012488574155762,146.4158244312097
45.34397126455753,9.012593435882545,148.3396709550652
45.34398522699179,9.012693581935972,142.3767579727469
45.344000374240125,9.012807145112795,142.19348663879467
45.34402409355593,9.01291152221881,154.13232462562507
45.34404192663612,9.013004771084628,148.1010293182935
45.34403979364678,9.013107087197245,149.66732038016926
45.344057306486874,9.013193377092215,150.26621200971007
45.34406870718723,9.013268867000296,151.40824068524805
45.34404748171566,9.013369002669055,155.1673244570559
45.34404843095161,9.013425061419616,143.3177676277084
45.34403163230924,9.013482496756533,149.78901975435568
45.34402962337991,9.013520613968947,151.62677903469086
45.344040525193314,9.013564058464098,150.55471881152326
45.344042579168296,9.013591438252963,157.3419904487579
45.344053420615936,9.013633898773227,149.32584980407606
45.344103480560825,9.013674586548335,150.07029564299265
45.34415014510683,9.013687767805836,154.66339013845268
45.344189217269836,9.013722291072648,144.87674872814296
45.344241230435095,9.013742423694193,150.73437637056463
45.34429352609333,9.013766335519382,148.62827120320844
45.34433602284972,9.013795831497433,150.53657438379315
45.344383229891704,9.013844558313727,150.5490902131432
45.34442931382224,9.013880467657527,148.477110869578
45.34446510127475,9.013918074092842,146.99722442761313
45.34453232380297,9.013947548920802,146.01624340010923
45.344572883358005,9.013946626079804,148.07500740570768
45.344634726083314,9.013922296928941,149.13479633823835
45.344673698380205,9.013903984557528,146.6524515059069
45.34472759445107,9.013835872398719,148.77365705180293
45.34476513102403,9.013801834652908,149.54518853498993
45.34479737324135,9.0137229115513,146.64039498438004
45.344785486041495,9.013670722837306,146.1044554672948
45.34476570389968,9.013607900436885,145.78403396894922
45.34472935518083,9.01357814706677,147.146491960085
45.34468076257315,9.013564645154737,151.27336824455153
45.34462764325207,9.013564596860004,151.5985632296497
45.344582197691786,9.013605463893974,145.74493606049586
45.34451493330285,9.013631168228292,147.56946014590991
45.34447676945988,9.013667278802505,146.72245704062556
45.344408244055316,9.01368784761721,151.19256056072177
45.34437135634446,9.013708587714149,147.65637133335127
45.34432397833249,9.01372870584612,149.49878506599373
45.34428187836614,9.013709579180139,151.39351871222632
45.344254423982356,9.01366397087576,138.90447623676715
45.34421803779334,9.013606185385248,146.69077668228664
45.34418613916621,9.013546657491979,148.88393861707797
45.34416181686678,9.01346640881382,151.56472298242605
45.344132816598176,9.01340331420321,149.27981070289977
45.34411226736969,9.013335827730414,146.12429798262647
45.34408810626968,9.013261965320229,146.31324150418325
45.34408435939897,9.013195942386517,149.6385415206639
45.34409652191697,9.013131217887613,157.7219458931592
45.34409210481146,9.013107757264835,151.9929708653457
45.34414481675861,9.013092700710523,142.52341797551682
45.34416717724176,9.013077954054696,148.2441035361735
45.34419368800387,9.013058810252899,150.0887098742581
45.34419484871084,9.01303480612033,153.24607706533763
45.34421393169427,9.0129904510005,143.14350145757498
45.34421492347886,9.012937672100046,141.61179159182643
45.34421488978413,9.012878596873211,147.5570193882076
45.34419392639791,9.012803405981598,149.10562640082648
45.34418903430235,9.012710726929742,152.14378659268712
45.34415257667014,9.012635495851734,145.4909105332019
45.34414517457143,9.012545869561418,148.52993892616408
45.34411499173557,9.012452660246533,148.79848018200997
45.344116660510146,9.012362262829642,139.8503395053986
45.34409775188895,9.012286675693543,147.66963261924104
45.34408372944616,9.012206175369293,148.7521173041226
45.34407067850599,9.012134911623408,152.09364044286121
45.34405635742586,9.012069551919758,147.4710251481729
45.344045384225375,9.012033999606743,149.3282635842051
45.34401395758824,9.012018992505478,141.31823786924025
45.343984519688696,9.012009286435399,140.33420981651238
45.34396229745712,9.012013331253398,155.2469904163546
45.3439388438001,9.012027891813458,151.99265150882295
45.3439180120128,9.012027551676074,147.90543651115127
45.34390252640226,9.01201190236757,144.85175899498753
45.34388220877757,9.01198803042431,153.93348863265015
45.343864785486424,9.011954564843814,143.19157499516962
45.34386296046086,9.011897874435721,150.35567733673594
45.343838968915755,9.011835642972738,144.03150927415567
45.343835123589294,9.011756801111204,149.26731254541392
45.343814053739536,9.011682426399538,145.71660369310794
45.34379377258793,9.011590343850898,149.6818661416988
45.34379643845311,9.011512820474389,154.08099150080176
45.34375854937862,9.011433015158536,139.7782728695387
45.34376575696478,9.011351899702426,145.10727468004478
