E,N,U
67.01269349304467,24.171066948172054,-0.05052604682949635
68.72488754677333,29.388232256631923,-0.04956549639274499
68.07809556625577,35.163485908148736,-0.02458735543486057
65.1422210392791,40.29854326903751,-0.012586986434669711
60.5184174946661,43.910397441957315,-0.012565533589935285
54.73036726931697,45.612470824301965,-0.003525733435200351
48.670375469281,44.86759124027357,-0.022472111637647174
43.37691165248153,41.72503937511813,-0.022413470758408494
39.91457046152091,36.67143232270929,-0.027360642401074386
38.96168851487664,30.825220807361923,-0.03732443685948539
40.51199638362114,25.121285478806577,-0.05030940711551857
44.20614118459209,20.469129891682144,-0.05331730748196506
49.41436904624615,17.711572935203876,-0.04134691935350787
55.23508770903085,17.47563102940336,-0.011393353147527208
60.910402381064834,19.012763648618094,-0.0014485986446572952
66.60386785855079,20.88036103659838,-0.00851049119062175
72.75935469125314,22.810022428167976,-0.015583417715427927
79.35086917448221,24.690422848435727,-0.020668024050973344
86.26659632143483,26.419312186859624,-0.01776370705939101
93.74858300388475,28.259173252818606,-0.010876053387598006
101.87089246618764,30.238905855064733,-0.03600844703007233
110.6603019363851,32.37407271038293,-0.062164010779696355
120.02197553245766,34.70450055589623,-0.04734408299670889
129.88837805338125,37.20962948862456,-0.028549920920816874
140.19563303758397,39.81795932448901,-0.025782224427654654
150.90938448264882,42.55727698197015,-0.019042632763582645
161.93061782160407,45.35978575837469,-0.039330383471536834
172.99677544151731,48.191026186337766,-0.07263980409063464
183.9272049751783,50.98949590114735,-0.0629654980953056
194.59833639558175,53.68313354251919,-0.040302368982644055
204.881503258,56.26748778483345,-0.04164483572934685
214.74104768896427,58.69050455006764,-0.05898921934231538
224.25522616838956,60.70230269957362,-0.04233375212175261
233.23529955831074,61.943517509416225,-0.01566615151566708
241.3187985860833,62.064223598452195,0.01703332473861252
248.21572980224138,61.28298359316718,0.042777315642837266
253.85108278979862,60.396115749822854,0.013564874798049686
258.34540579826376,59.89782942553764,-0.034610145305645545
262.0447142963796,60.061728823300335,-0.08776194058470921
265.5268783489227,61.351851541929534,-0.07291752017146536
268.8002408335859,64.11384607442626,-0.011080998089482819
271.62602301365825,68.1150458057864,0.01675862947650586
273.8860234826731,73.03424769676292,0.046608339463048765
275.97788895738887,78.34465981011006,0.08245593321542088
278.11337579422616,83.71749856378162,0.09029570122770991
280.3453905821182,89.10571696519654,0.10612578915462478
283.0471360053532,94.36021781446735,0.15193176461953328
286.3242882986474,99.43914353018111,0.22270928821586722
289.8408715680971,104.47844147777236,0.2794708906239194
292.60294057065437,109.974866911623,0.33725325821352214
293.8067517202695,116.12861954900507,0.3240894822215381
293.13438208896497,122.71184495330562,0.2849974718956574
291.08067020516796,129.00029480533706,0.10396747105201598
288.1183809517639,134.6822492053952,0.18498434138619757
284.3947285753771,139.53524416012186,0.29604676065314095
279.68206700573234,142.74830926845232,0.3321833946658046
274.2875277435014,143.56811047269784,0.3903983463250995
269.2806582556347,141.82575918066945,0.4106496856542492
265.6719411586541,138.0292128173512,0.4468834450973844
263.9655634033824,132.67695745047558,0.48806724332926876
264.35363946401475,126.59959291349006,0.4691743786073346
266.093295506881,120.28759160110093,0.42422409499354785
268.6329003057784,113.92913049249444,0.35323441179761517
271.5036373799849,107.69330993075769,0.2592212776422187
274.04155175141324,101.41227982871851,0.20421571195430488
275.79586511066634,94.79890424258912,0.10724165950550457
275.5931394788821,88.65112563009714,0.05433835128084041
272.97888287164744,83.89491438748288,0.008514288639439371
268.6343101561129,80.29579401101499,-0.07125596575362181
263.3855367629692,76.92744260769669,-0.10499672430835716
257.90358975633535,73.62725298252249,-0.11573496473287292
252.36415440197038,70.52767552169949,-0.11347955307727631
246.61555427193878,68.13291434003145,-0.12522983181398217
240.98004422249596,66.44853939556444,-0.1419977422703269
235.75715621830508,65.31451819266792,-0.1717918065145625
231.44547028916386,65.27657091012752,-0.19363422564531163
228.0479732030467,66.93541383546906,-0.15452947457245614
226.16412082006087,69.84761333005085,-0.11149370459268226
225.39004719607246,73.14088082121418,-0.13550308763051788
224.3198508176563,76.31132674640004,-0.17250243619481864
221.8756452486743,78.49608918991694,-0.15844368993477786
218.15397148187128,79.41028080408859,-0.12532716387295295
213.555979684147,78.9168426011067,-0.1551662170203585
208.20521862634843,77.70374480714358,-0.157975366966852
202.0542543367204,76.2148110268587,-0.1447606753967463
195.18955675968587,74.50080025699731,-0.15352786718964495
187.78720605170545,72.66674905055332,-0.12728576650282974
180.11184389188784,70.80676540416016,-0.1320448127100846
172.28142542963096,68.92807834108228,-0.13180925590536674
164.64746231223089,67.08404509697951,-0.12158924957591921
157.3795047124475,65.34542884909808,-0.11638893454514943
151.12728157689773,63.81745715292108,-0.14022329140549417
146.5274685549989,62.304904263948615,-0.1601017891928933
143.39420388030788,60.04329691653189,-0.1760095200743308
141.77007513973675,56.87481327523673,-0.20994466413421975
141.8144329934622,53.5135380493539,-0.1829168292424015
142.73005705737188,50.5090451956133,-0.15691287291621236
143.43405540011233,48.042470201135515,-0.15090971565095757
143.51038990175073,45.871331035374254,-0.158895620320461
142.55425492947046,43.77926397732759,-0.17585979102525684
140.04928039664708,42.00243290568166,-0.17379285494675756
136.12347570937752,40.67643452929687,-0.16569993816977657
131.1342408489911,39.416545305265124,-0.18658830571533258
125.33108079163804,37.960481091220174,-0.004463733421228966
118.9509416275593,36.376968705462794,0.013666659779111967
112.33149559192255,34.586180211882805,0.01779558216045274
105.80074295627601,32.674812106331004,0.023916295771357454
99.38193588267168,30.613597466345805,0.06002873809124587
92.95019042268841,28.691686005189222,0.09013363981372535
86.62867592395526,27.609267326095498,-0.04177350081425324
80.75545344900408,27.84499426049168,-0.07969818450158073
75.62678303104705,29.6443051340205,-0.09364390580976334
71.40177029202175,33.018869784540875,-0.07261201055138145
67.69925290980927,37.67712235504311,-0.045597505321271825
63.23493143917115,42.21793038535981,-0.015580275017299527
57.91241639233011,45.388178965186626,-0.018551872650270695
51.90087520986665,46.10776575836136,-0.01950593910141052
46.167326227986536,44.19609531553557,-0.027449165072304993
41.717057305400594,40.14534313189836,-0.047392585231843753
39.25466080900245,34.45231133788508,-0.0563444420852548
39.38023049960927,28.25230744981304,-0.06931527282424099
42.08148848347564,22.55875289788712,-0.0703100435854136
46.86701522156972,18.59808889509432,-0.062330436286400115
52.69218503671135,17.05734866829212,-0.03037104605222396
58.72868893984613,17.94078754517476,-0.02042539338384053
64.03993143379017,20.940721279904885,-0.04048474040306971
67.59918920402835,25.72704805005027,-0.0675381128271102
68.85522758863603,31.65940125491428,-0.08657755279485357
67.47732116972298,37.49818292980142,-0.036594143001451584
63.78708749328876,42.2133050572597,-0.017585678698758045
58.37535696064827,45.14015343938365,-0.015554298215963769
52.01622006054198,45.829173045540195,-0.033504881929303565
45.703867629713216,43.892676906905606,-0.020443812367282987
40.877398174989956,39.36512743859519,-0.04138245022744513
38.63837461817147,33.144177244083714,-0.04733393178605283
39.47703491576601,26.581487390721012,-0.056308824727603124
43.08510245094983,20.866636828749208,-0.06131102022347612
48.92830992318648,17.420194275244306,-0.062342453910764206
55.90324412546452,17.246871481089336,-0.023398493739801296
63.13156859212284,19.61368792178757,-0.023471693927261228
70.4059929572346,22.500468045671155,-0.033556223723424594
77.65598652799503,25.16682660264459,-0.021649195060271964
84.2994836501611,27.258771341835843,-0.0167411132863986
89.85578009392252,28.88002499388569,-0.05782325096681795
96.70735790063111,30.818425402598898,-0.13493146879733509
98.38106368449529,31.31710387746481,-0.1479592298392749
