Local_time,Latitude,Longitude,Height,E,N
10/05/2023 11:55:13,45.3437876460704,9.01144918765093,149.474690780975,500896.95854993,5021142.06799844
10/05/2023 11:55:14,45.3437876410704,9.01144919098494,149.470690777525,500896.958811203,5021142.067443
10/05/2023 11:55:15,45.3437876427374,9.01144919765093,149.479690778069,500896.959333406,5021142.06762827
10/05/2023 11:55:16,45.3437876294044,9.01144918598493,149.478690778837,500896.958419674,5021142.06614692
10/05/2023 11:55:17,45.3437876160704,9.01144919931794,149.467690777965,500896.959464427,5021142.06466575
10/05/2023 11:55:18,45.3437876377374,9.01144920931794,149.472690777853,500896.960247509,5021142.06707293
10/05/2023 11:55:19,45.3437876544044,9.01144921431793,149.477690777741,500896.960638958,5021142.06892459
10/05/2023 11:55:20,45.3437876644044,9.01144920431793,149.481690778397,500896.959855374,5021142.07003542
10/05/2023 11:55:21,45.3437876427374,9.01144921931793,149.478690778837,500896.961030854,5021142.06762851
10/05/2023 11:55:22,45.3437876144044,9.01144922431794,149.471690778621,500896.961423016,5021142.06448094
10/05/2023 11:55:23,45.3437876360704,9.01144923098494,149.46969077643,500896.961944984,5021142.06688798
10/05/2023 11:55:24,45.3437876510704,9.01144925598494,149.473690778948,500896.96390331,5021142.06855467
10/05/2023 11:55:25,45.3437876510704,9.01144924931794,149.473690778948,500896.963381,5021142.06855459
10/05/2023 11:55:26,45.3437876460704,9.01144925431795,149.471690779552,500896.963772793,5021142.06799918
10/05/2023 11:55:27,45.3437876444044,9.01144928098494,149.473690778948,500896.96586198,5021142.06781439
10/05/2023 11:55:28,45.3437876344044,9.01144924931795,149.467690778896,500896.963381264,5021142.0667031
10/05/2023 11:55:29,45.3437876160704,9.01144925598495,149.465690777637,500896.963903864,5021142.06466638
10/05/2023 11:55:30,45.3437876360704,9.01144924598495,149.468690776266,500896.963120122,5021142.06688815
10/05/2023 11:55:31,45.3437876677374,9.01144924431795,149.472690777853,500896.962989025,5021142.07040614
10/05/2023 11:55:32,45.3437876527374,9.01144928431795,149.472690778784,500896.966122964,5021142.06874018
10/05/2023 11:55:33,45.3437876494044,9.01144931431794,149.47669077944,500896.968473293,5021142.06837024
10/05/2023 11:55:34,45.3437876510704,9.01144927765095,149.471690778621,500896.965600682,5021142.06855491
10/05/2023 11:55:35,45.3437876410704,9.01144926765095,149.468690780923,500896.964817414,5021142.06744386
10/05/2023 11:55:36,45.3437876294044,9.01144929598495,149.467690779828,500896.967037356,5021142.06614815
10/05/2023 11:55:37,45.3437876394044,9.01144928598494,149.479690779932,500896.966253771,5021142.06725898
10/05/2023 11:55:38,45.3437876460704,9.01144927265094,149.474690780044,500896.965209046,5021142.06799938
10/05/2023 11:55:39,45.3437876177374,9.01144926265096,149.461690777913,500896.964426069,5021142.06485165
10/05/2023 11:55:40,45.3437876160704,9.01144928598496,149.457690780051,500896.966254141,5021142.06466671
10/05/2023 11:55:41,45.3437876427374,9.01144931598496,149.466690778732,500896.968603996,5021142.06762959
10/05/2023 11:55:42,45.3437876410704,9.01144929765095,149.472690780647,500896.967167689,5021142.06744419
10/05/2023 11:55:43,45.3437876410704,9.01144930431795,149.471690780483,500896.967689999,5021142.06744426
10/05/2023 11:55:44,45.3437876444044,9.01144930765095,149.473690778948,500896.967951061,5021142.06781469
10/05/2023 11:55:45,45.3437876227374,9.01144929598495,149.465690778568,500896.967037461,5021142.06540749
10/05/2023 11:55:46,45.3437876260704,9.01144930098496,149.464690777473,500896.967429122,5021142.06577782
10/05/2023 11:55:47,45.3437876194044,9.01144931431795,149.466690778732,500896.968473767,5021142.06503741
10/05/2023 11:55:48,45.3437876477374,9.01144933598495,149.470690781251,500896.970170768,5021142.06818528
10/05/2023 11:55:49,45.3437876494044,9.01144934431796,149.467690779828,500896.970823571,5021142.06837057
10/05/2023 11:55:50,45.3437876294044,9.01144936098496,149.462690779939,500896.972129622,5021142.06614887
10/05/2023 11:55:51,45.3437876410704,9.01144936265096,149.466690781526,500896.972259956,5021142.06744491
10/05/2023 11:55:52,45.3437876210704,9.01144938431797,149.463690780103,500896.97395772,5021142.06522327
10/05/2023 11:55:53,45.3437876410704,9.01144935598496,149.466690781526,500896.971737726,5021142.06744484
10/05/2023 11:55:54,45.3437876210704,9.01144936431796,149.464690780267,500896.972390869,5021142.06522305
10/05/2023 11:55:55,45.3437876227374,9.01144934265096,149.464690779336,500896.970693396,5021142.06540801
10/05/2023 11:55:56,45.3437876577374,9.01144935598496,149.467690778896,500896.971737462,5021142.06929645
10/05/2023 11:55:57,45.3437876260704,9.01144935598496,149.4656907795,500896.971737963,5021142.06577843
10/05/2023 11:55:58,45.3437876227374,9.01144937765096,149.468690779991,500896.973435384,5021142.0654084
10/05/2023 11:55:59,45.3437876244044,9.01144939098495,149.470690778457,500896.974479976,5021142.06559374
10/05/2023 11:56:00,45.3437876444044,9.01144941265095,149.475690779276,500896.976177032,5021142.06781586
10/05/2023 11:56:01,45.3437876394044,9.01144942098496,149.469690781087,500896.976830017,5021142.06726048
10/05/2023 11:56:02,45.3437876577374,9.01144937431797,149.460690777749,500896.973173717,5021142.06929665
10/05/2023 11:56:03,45.3437876527374,9.01144941265096,149.469690781087,500896.976176898,5021142.0687416
10/05/2023 11:56:04,45.3437876494044,9.01144942098496,149.474690780044,500896.976829859,5021142.06837142
10/05/2023 11:56:05,45.3437876710704,9.01144944265095,149.478690778837,500896.978526886,5021142.07077863
10/05/2023 11:56:06,45.3437876594044,9.01144942765096,149.47669077944,500896.977351933,5021142.06948244
10/05/2023 11:56:07,45.3437876477374,9.01144944765096,149.474690780044,500896.978918967,5021142.06818653
10/05/2023 11:56:08,45.3437876577374,9.01144945431796,149.473690780811,500896.97944112,5021142.06929754
10/05/2023 11:56:09,45.3437876310704,9.01144946931796,149.471690782346,500896.980616679,5021142.06633516
10/05/2023 11:56:10,45.3437876560704,9.01144946931796,149.475690780208,500896.980616283,5021142.06911251
10/05/2023 11:56:11,45.3437876744044,9.01144945098496,149.477690780535,500896.979179741,5021142.07114911
10/05/2023 11:56:12,45.3437876427374,9.01144945431796,149.472690779716,500896.979441357,5021142.06763113
10/05/2023 11:56:13,45.3437876310704,9.01144946431797,149.470690780319,500896.980224966,5021142.06633511
10/05/2023 11:56:14,45.3437876494044,9.01144949765097,149.469690781087,500896.98283607,5021142.06837228
10/05/2023 11:56:15,45.3437876510704,9.01144947265096,149.474690781906,500896.980877478,5021142.06855708
10/05/2023 11:56:16,45.3437876527374,9.01144947765097,149.470690780319,500896.981269166,5021142.06874233
10/05/2023 11:56:17,45.3437876560704,9.01144949265097,149.470690778457,500896.982444252,5021142.06911277
10/05/2023 11:56:18,45.3437876760704,9.01144947765097,149.470690779388,500896.981268797,5021142.07133449
10/05/2023 11:56:19,45.3437876477374,9.01144949765098,149.460690780543,500896.982836098,5021142.06818708
10/05/2023 11:56:20,45.3437876810704,9.01144948765098,149.468690781854,500896.982052144,5021142.07189007
10/05/2023 11:56:21,45.3437876794044,9.01144950598497,149.474690782838,500896.983488502,5021142.07170519
10/05/2023 11:56:22,45.3437876744044,9.01144948931796,149.477690780535,500896.982182846,5021142.07114953
10/05/2023 11:56:23,45.3437876710704,9.01144950098497,149.470690780319,500896.983096922,5021142.07077927
10/05/2023 11:56:24,45.3437876410704,9.01144948098498,149.465690781362,500896.981530545,5021142.06744623
10/05/2023 11:56:25,45.3437876527374,9.01144948765097,149.472690780647,500896.982052591,5021142.06874244
10/05/2023 11:56:26,45.3437876444044,9.01144948265097,149.464690781198,500896.98166101,5021142.06781664
10/05/2023 11:56:27,45.3437876344044,9.01144951765098,149.468690782785,500896.984403158,5021142.06670609
10/05/2023 11:56:28,45.3437876244044,9.01144952431797,149.470690779388,500896.984925625,5021142.06559522
10/05/2023 11:56:29,45.3437876460704,9.01144949265097,149.469690782018,500896.98244441,5021142.06800183
10/05/2023 11:56:30,45.3437876360704,9.01144955431798,149.463690781035,500896.987275718,5021142.06689158
10/05/2023 11:56:31,45.3437876660704,9.01144952931798,149.4656907795,500896.98531668,5021142.07022412
10/05/2023 11:56:32,45.3437876727374,9.01144953431798,149.470690781251,500896.985708287,5021142.07096484
10/05/2023 11:56:33,45.3437876527374,9.01144952598498,149.467690780759,500896.985055775,5021142.06874286
10/05/2023 11:56:34,45.3437876627374,9.01144949098497,149.468690780923,500896.982313628,5021142.06985342
10/05/2023 11:56:35,45.3437876444044,9.01144951765098,149.464690781198,500896.984403001,5021142.06781703
10/05/2023 11:56:36,45.3437876510704,9.01144952598499,149.461690780707,500896.985055802,5021142.06855767
10/05/2023 11:56:37,45.3437876327374,9.01144950598498,149.463690781035,500896.983489241,5021142.06652076
10/05/2023 11:56:38,45.3437876727374,9.01144950265097,149.468690780923,500896.983227414,5021142.07096449
10/05/2023 11:56:39,45.3437876610704,9.01144952098497,149.47269078251,500896.984663931,5021142.06966856
10/05/2023 11:56:40,45.3437876727374,9.01144955931798,149.468690780923,500896.987666852,5021142.07096512
10/05/2023 11:56:41,45.3437876760704,9.01144955598498,149.465690780431,500896.987405684,5021142.07133536
